,track_id,genre_top_id,genre_top,tempo,chroma_cqt_mean_0,chroma_cqt_mean_1,chroma_cqt_mean_2,chroma_cqt_mean_3,chroma_cqt_mean_4,chroma_cqt_mean_5,chroma_cqt_mean_6,chroma_cqt_mean_7,chroma_cqt_mean_8,chroma_cqt_mean_9,chroma_cqt_mean_10,chroma_cqt_mean_11,chroma_cqt_var_0,chroma_cqt_var_1,chroma_cqt_var_2,chroma_cqt_var_3,chroma_cqt_var_4,chroma_cqt_var_5,chroma_cqt_var_6,chroma_cqt_var_7,chroma_cqt_var_8,chroma_cqt_var_9,chroma_cqt_var_10,chroma_cqt_var_11,chroma_cens_mean_0,chroma_cens_mean_1,chroma_cens_mean_2,chroma_cens_mean_3,chroma_cens_mean_4,chroma_cens_mean_5,chroma_cens_mean_6,chroma_cens_mean_7,chroma_cens_mean_8,chroma_cens_mean_9,chroma_cens_mean_10,chroma_cens_mean_11,chroma_cens_var_0,chroma_cens_var_1,chroma_cens_var_2,chroma_cens_var_3,chroma_cens_var_4,chroma_cens_var_5,chroma_cens_var_6,chroma_cens_var_7,chroma_cens_var_8,chroma_cens_var_9,chroma_cens_var_10,chroma_cens_var_11,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var
0,140,17,Folk,107.666015625,0.3932592462820068,0.2769456588450202,0.5101418414328809,0.2507429916236425,0.38247980169101276,0.47259202501762654,0.2592465632601315,0.3192723413159482,0.2927216899464647,0.32186673817705974,0.2918900011623388,0.1731069156184085,0.09220189818777907,0.04359800374160387,0.13156770583884178,0.048814609202949,0.10368586903705662,0.1057747320923712,0.051851914204563296,0.08032957667327513,0.06120599450849757,0.07030016071114123,0.10052074461416109,0.014619940036496692,0.2862642540513387,0.1855147858129928,0.3667510212981508,0.14494632532220694,0.25113071112172214,0.3475432817921161,0.15415192647699189,0.2083188290302205,0.18433567136442355,0.2174854498207003,0.15165020680910407,0.059016204829552756,0.04865134026558179,0.010781304406399102,0.07072190690937637,0.015253842005088383,0.03354093565126455,0.05112603616899822,0.014405145973300426,0.029533408701959786,0.015399036738848976,0.020790385194065147,0.05426317228770961,0.004882001915710858,0.07160111393517213,0.19984658114883527,-0.10602374131965964,-0.0335490451975545,-0.034713907845314126,-0.026502007005612376,0.0683533102273941,0.0015691743465140462,1578.1313532854945,1037986.9641347516,2352.4069540681003,387787.10907618,3328.1798749516256,6033742.989342622,0.044490282749613,0.0033089801964633087,-351.15381099775533,7924.707413887065,106.59120363823568,1386.9753169404396,40.006378855751194,511.7931068641617,37.076933157149384,264.78844043159734,27.47152961228971,227.38655378402962,11.14374636290523,278.3040043414878,11.273526124255282,132.88801248804418,4.722295591915078,119.3596217319808,1.3548446266360412,117.0950958116366,6.0876505636762905,133.54149293267568,-4.496647837051166,101.20710260091015,-2.4279872256772475,73.45522993729014,-6.642522265419935,81.56680075479177
1,140,17,Folk,107.666015625,0.3932592462820068,0.2769456588450202,0.5101418414328809,0.2507429916236425,0.38247980169101276,0.47259202501762654,0.2592465632601315,0.3192723413159482,0.2927216899464647,0.32186673817705974,0.2918900011623388,0.1731069156184085,0.09220189818777907,0.04359800374160387,0.13156770583884178,0.048814609202949,0.10368586903705662,0.1057747320923712,0.051851914204563296,0.08032957667327513,0.06120599450849757,0.07030016071114123,0.10052074461416109,0.014619940036496692,0.2862642540513387,0.1855147858129928,0.3667510212981508,0.14494632532220694,0.25113071112172214,0.3475432817921161,0.15415192647699189,0.2083188290302205,0.18433567136442355,0.2174854498207003,0.15165020680910407,0.059016204829552756,0.04865134026558179,0.010781304406399102,0.07072190690937637,0.015253842005088383,0.03354093565126455,0.05112603616899822,0.014405145973300426,0.029533408701959786,0.015399036738848976,0.020790385194065147,0.05426317228770961,0.004882001915710858,0.07160111393517213,0.19984658114883527,-0.10602374131965964,-0.0335490451975545,-0.034713907845314126,-0.026502007005612376,0.0683533102273941,0.0015691743465140462,1578.1313532854945,1037986.9641347516,2352.4069540681003,387787.10907618,3328.1798749516256,6033742.989342622,0.044490282749613,0.0033089801964633087,-351.15381099775533,7924.707413887065,106.59120363823568,1386.9753169404396,40.006378855751194,511.7931068641617,37.076933157149384,264.78844043159734,27.47152961228971,227.38655378402962,11.14374636290523,278.3040043414878,11.273526124255282,132.88801248804418,4.722295591915078,119.3596217319808,1.3548446266360412,117.0950958116366,6.0876505636762905,133.54149293267568,-4.496647837051166,101.20710260091015,-2.4279872256772475,73.45522993729014,-6.642522265419935,81.56680075479177
2,194,17,Folk,103.359375,0.25689692430313993,0.3677944522837455,0.413155034950842,0.1772878558059673,0.43042760890497805,0.37004525901284874,0.207187391684282,0.2837253698821821,0.2442568326974293,0.5008696916505668,0.20644995821185722,0.2871833204975697,0.06787387052878613,0.08994457421213996,0.14493554848523463,0.02506930553601854,0.10525595101509573,0.11159430977400275,0.029573613216612418,0.08921699419665685,0.03408822347023566,0.1089684169693659,0.05914814009945154,0.07056864648333902,0.15695922271642973,0.25871656555373057,0.26227078118175556,0.07244493104918016,0.30264036725209065,0.22946700375000478,0.1330757576408067,0.16151769646769037,0.15975157199228254,0.3726095612575164,0.09518546752128676,0.19552085568200142,0.033912492806109286,0.048271093111613615,0.07217119112851908,0.007983360048412257,0.0421541844346231,0.04397645327624817,0.017837704621432707,0.041610295393507614,0.013837314252189875,0.03863306112208128,0.022408028901601706,0.051909581946808,0.1941601530228888,-0.015654076944016156,-0.12240432829032948,0.032230193695242215,-0.012046765161267846,-0.02598271538246878,0.09575730562210083,0.003359466092661023,1481.519687632546,210072.93516219626,1707.5291144981422,129122.15237845303,2938.9655618106617,1070638.281676645,0.07295193982198142,0.000958649270651909,-247.4947903873898,9079.916403167903,128.18637069471188,693.1789813094895,-25.478598863461528,270.1782250201883,27.367383541901432,207.57679417728374,-10.42874371418515,129.9560361291284,2.5337341657974704,91.99038521816247,-12.69748687122475,128.439610545057,-1.8772902430630551,57.6648271985838,-16.36695076899461,105.58950877223683,-6.030145527262267,73.09461536595397,-13.839657104352435,75.46916921043604,-3.694031889207341,63.56939068906178,-8.530708822807085,52.58439456628017
3,197,17,Folk,117.45383522727273,0.4831466895613367,0.11903941793402542,0.48358261469128133,0.11043226503745383,0.3997837343742482,0.3719036486535546,0.13291919895144863,0.19921272194601503,0.10880980664201509,0.35094096362489313,0.08648876222383692,0.300017180620132,0.1315979898013328,0.005857129529569322,0.1452910082163375,0.006429709626108949,0.10168715097461098,0.139758739225985,0.008936326871984911,0.041130520554560554,0.0053329471317085445,0.08209045867151862,0.004669968528691937,0.06515991970191574,0.37108952564210823,0.04298885295418039,0.38002633879415654,0.02839225818701184,0.3171612334069824,0.250809694802768,0.06603070377106521,0.13936851590331623,0.03302494215523711,0.29473873868014205,0.017476707043515012,0.24679806881813698,0.05658840890656019,0.0030281322487921403,0.06982992375617376,0.0021352942555478258,0.050910164081994676,0.0730013893079519,0.0053628844453178694,0.029136429356778952,0.00258592021236934,0.042044294108929396,0.001356313413450426,0.04278254889082788,0.2938675706695957,0.18692912971317557,-0.09050692497290008,0.09039914291384188,-0.07895216974791884,0.0005698561769554054,0.04524077847599983,0.0014502506237477064,1093.2156808999234,188008.54180557467,1304.357255391684,103221.49925983972,2060.9375377926663,883020.4151270913,0.05415764681695046,0.0009016345962051496,-361.15513869044037,8810.096451743866,135.68184171843487,664.5807703916884,-10.048833805727762,937.1583221740558,15.694150746748601,304.55263693299077,-2.5128199527657546,295.76344624759616,-5.942001600450174,130.05154356859083,-7.957192920453689,195.15089455825247,-5.664152031884885,122.30950962499085,-9.284123668072885,96.34143400797858,-7.332980585125126,60.914593125594585,-8.202337086432658,57.522728623070776,-8.007790548449211,74.97290740996822,-5.787961738005663,77.07260871434305
4,200,17,Folk,99.38401442307692,0.45978766304186464,0.2893219593179176,0.5544948751982754,0.1871797309799056,0.5996491240874682,0.22768794075211019,0.3112361387128976,0.4460331101972887,0.24418546612914513,0.4307327149325668,0.23343918252326487,0.37033409088461317,0.09226836647035958,0.062496436457534076,0.12541047684693438,0.020385178659024592,0.1365293133953927,0.04206635156636903,0.06701002541216763,0.048109205273623945,0.041761429049937245,0.0773229073769205,0.049511455948759185,0.05657520618989088,0.3009522823295282,0.1505164469687969,0.35670108907401366,0.06346431115263122,0.3739109234435644,0.09260206307780007,0.1713216474912306,0.3180882736104632,0.10553892545917154,0.2840673881729958,0.09927570499881064,0.2495504669957287,0.04264765097329109,0.025569026927317766,0.05612841780159099,0.0030748370820034743,0.059585047263658035,0.009151159634795635,0.023009752569047675,0.01774132378638726,0.011449411504271688,0.029424392010962204,0.01250560343622285,0.022342889770743727,0.26606498563763403,0.03335383732855173,0.02009052904531051,0.05137063194813603,0.016108016443254644,-0.02197515105106945,0.11977194994688034,0.004772937390953302,1855.059162956222,496200.0418336586,1896.638089690795,113813.35237456673,3739.8273857754452,1249219.8397313936,0.09767363462654799,0.004005692389400585,-188.25777235796048,2684.9774549397407,109.68521621635492,798.6332201424935,-29.54565841978871,283.11486781382604,38.97777167699448,213.43618033674065,-12.193926924571345,92.99846547501004,0.14067786600918364,93.15642412289162,-12.49380188305028,87.68586013711446,-2.947917943856559,73.37295355791304,-10.213980081545568,66.78701770973352,-6.756385073549318,49.541959475244575,-16.80318841698154,93.19615498311241,-8.52679697428635,79.19810344411785,-6.331804867685574,42.21471569073244
5,203,17,Folk,123.046875,0.283793863310726,0.3217477495556206,0.301971365080832,0.24154544458068483,0.36089619972921794,0.2295084290036142,0.3639850772396786,0.16323866056979028,0.11304658090540991,0.5047666786090711,0.33707522083976715,0.3597603361659245,0.0718781247935753,0.07869178859446943,0.08854341257865962,0.06888602609168233,0.10157449423271812,0.029198288121028284,0.10468064525309739,0.018503652955186307,0.011429089068024013,0.15009386782452014,0.05900353707714473,0.08425236020204784,0.1988743391131783,0.23812056759785513,0.22131836658986728,0.1638749828571053,0.2736957352931227,0.15598117521399718,0.27248949564571906,0.0983036805798162,0.02761558517923847,0.36543343015327306,0.2712023226130165,0.2785002279773568,0.03236041506847286,0.025686682714253083,0.04157971478136179,0.03402462901342049,0.04414804707995165,0.017568644865581667,0.04923339259870367,0.009000073076059076,0.00106205926223456,0.05765375349835682,0.021066339280782182,0.025956101309477588,0.15493869143148686,-0.07463860292656474,-0.10915531171508847,-0.08437915299986004,0.03245529501323205,0.05717708298257474,0.08663953095674515,0.0017731543630361557,1228.1268092963855,243941.855101851,1574.346802776382,209839.16881146934,2126.687140213816,1658042.8558005288,0.052602856520897835,0.00037622198347223615,-339.20734191689576,5603.030759663844,133.841763605113,821.3632348311265,3.655028402227704,262.2718604905501,14.150549629461445,206.5024013832093,-19.180841796516905,120.82566763992031,-18.172219841349,135.68789745880625,-21.240897171017036,118.9033741126836,-14.184331321788267,119.39850963175286,-23.469024870173918,134.10374571851762,-14.169738178995825,108.22171290238505,-19.19395914495957,135.9709885650187,-14.437467422050235,101.78039846164283,-2.609166711633249,158.90363040589617
6,207,17,Folk,123.046875,0.24214453289847535,0.20499086232597918,0.26875089332953556,0.1377647012872746,0.33500400206884473,0.24293277110860476,0.19970169410794333,0.27648453836999476,0.15112914798129803,0.22830683064321003,0.18941170924201817,0.46756034641861594,0.0861865476796538,0.08290591985285077,0.09293176942965593,0.025061995279543028,0.11841108781658949,0.09113137954359925,0.03355253814650354,0.10944613269956885,0.027749792361308125,0.06495785479397273,0.04565671452617173,0.15573936477656297,0.17017756539728862,0.109714802020219,0.2163262075400632,0.07045206226046011,0.27636223378103497,0.1921102397219981,0.17026520864999545,0.21671949954278005,0.09240245377454183,0.20327230701350216,0.13721220120079441,0.380126111109373,0.04383176767764791,0.03231993874467674,0.04661564715740088,0.010010803608955303,0.07407227112835613,0.05403058129900174,0.017253605965984152,0.06602545415499547,0.017187257432990596,0.04431462611424364,0.022424158371514808,0.0767347216590931,0.23378906242375472,-0.03886340954032051,0.0963518578963838,0.04816961641228595,-0.024148810558143958,-0.058382073820423326,0.04663156718015671,0.0026761440094560385,1208.1583713331459,309610.4558608764,1422.6896343284818,281170.8104048292,2130.987114212461,1867239.060275667,0.061184059355650154,0.0011531036793811426,-438.5039077345891,13628.280618767061,106.2241441371779,2456.631917781219,2.2395573720149535,796.5949766865,7.609406546395101,341.462460131837,-9.675652106475038,230.1566348307076,-10.29945789952508,138.14390309881313,-9.158245190615379,168.4468500925404,-4.848465625383568,115.91295573522972,-6.6070655348749305,129.07578024794017,-3.1442576707453505,86.72642211686589,-2.7432590183609786,134.66652968440675,-4.969653362162007,171.06465188826954,-4.853603128411593,122.23211349643437
7,459,12,Rock,95.703125,0.1992515789146953,0.24449999780100834,0.7594960014936109,0.2364036003663151,0.23245081797330924,0.32809281074323127,0.3903144712458396,0.7511717097259627,0.27663111195662,0.2958125576575039,0.16819261022303295,0.27377741532259725,0.005106806953258085,0.009414482718641296,0.06053464847877329,0.014688472288558503,0.004526647911963031,0.011292615457925276,0.01826657504384033,0.09966578133642885,0.012810975733532806,0.01011372827957491,0.004606501763801827,0.010844005758334326,0.08733056200897668,0.16538119784237976,0.5397980603339051,0.12588530523274372,0.16655847329476134,0.2449540358883059,0.30949520805409225,0.513372019023931,0.1982004415991812,0.2331782180939411,0.037134292723006904,0.18433580356702042,0.0033778929651317557,0.005363667091805938,0.014739588308270468,0.007448388797315846,0.003051712234601827,0.0011817312699320714,0.003000150143847,0.029190774200520058,0.002371292913809265,0.0026500960189884937,0.0019383003870156019,0.007383322928672735,0.22708535894235718,0.14879989906951707,0.11255228083680635,-0.18754828407711116,-0.03141761250776046,-0.059030193544102105,0.3679730296134949,0.0027245699893683195,1829.3427758607888,324948.2516144446,2275.197184550601,233577.5872276465,4099.158546282411,2563476.1898710914,0.06379628845781733,0.0007483232206323342,-63.074986748048374,957.5765384109493,114.74386511170724,735.2307196021935,-2.934501043195781,241.12434970145839,25.978071031579876,68.41129282251887,10.72317324726955,71.57065320366341,13.071762907581688,60.42776299629538,0.7278507302142716,45.365052716297036,13.706643876590604,61.51171234905342,1.9206848240477727,47.41552320948586,7.852308555668522,30.650713801761377,-2.7508710728961585,33.20252218194347,4.9325241444961145,25.386757489991208,1.10559509649578,28.362399827830497
8,534,17,Folk,143.5546875,0.30694627992327517,0.2665273098166086,0.38657038463910354,0.5157397912581638,0.29194138680305426,0.3480014516621604,0.30451006037645867,0.3690953189567925,0.5348066809083747,0.44632478836355366,0.7274883952161163,0.46674429498347053,0.02683088533067288,0.018165093154674433,0.029139714838397442,0.07320742933653401,0.02872400159769012,0.03886867563429319,0.021420728851243586,0.03627362152805256,0.09235327937063052,0.05357695662506634,0.10810331724362111,0.050729910649447874,0.1616107472728576,0.12749105223154603,0.24535042623734019,0.3403790431117204,0.14069473211027095,0.19333457991402794,0.15408570202845595,0.2247637100440581,0.33354215287995825,0.27499885128097656,0.4313264464572479,0.3003255824026069,0.00980324615968092,0.007365921106424764,0.006575183296790714,0.029826771664885062,0.012695691332702465,0.01630554784486668,0.008564824451660189,0.0106814731126297,0.037074786480322024,0.01278936927571707,0.02111178157545163,0.014231585852133223,-0.09939146290230443,0.04747933161745007,0.06137754218307674,-0.06615520780967375,-0.0006930312880309571,-0.012568992627908605,0.08711958676576614,0.0028860957827419043,957.8441686555033,178513.8504002598,1534.0891092600168,91686.85676808738,1615.7568964057662,1293491.102380793,0.04070874854876161,0.0009351414556153835,-330.1562648721566,2632.765920661465,153.12924326946788,522.5789472661273,36.77850600491704,527.3674656695378,54.91605511958626,131.71845560761813,-13.48351061773508,148.0509737428256,3.1610660174406218,136.2211839405811,10.877300763633475,98.04275806455556,-17.343842363036796,61.77639784650052,-6.89663722938802,138.9671511350191,-0.7401882815443971,83.76369401448979,-5.819892862447061,57.550222867972515,-4.6145649965782525,99.25726487714022,-7.847746564998137,62.8091133815737
9,621,17,Folk,103.359375,0.5891652978078964,0.21444420615168136,0.3055610825199158,0.2105537558977544,0.642514263039916,0.28420917685796476,0.3219722106451001,0.5191947111621289,0.31860567435149345,0.3548206121703028,0.2870191025429406,0.47294278584521615,0.11138574933073533,0.018914009164074277,0.054801423538811365,0.024388880061622143,0.08990447602982266,0.035952438294514735,0.05341345904823033,0.06757501262458,0.05658909760930066,0.08491324988803797,0.05496833550189521,0.09705354614891812,0.38439413152181073,0.09880921203906765,0.17608014937782598,0.08116652373673121,0.4325443422743883,0.15733994289038847,0.19508318113480724,0.370777434617866,0.17877596515033542,0.20354763181847915,0.15654919140799436,0.30656716340861045,0.03723861153489672,0.004840206715838931,0.02578734656396391,0.006775337283148712,0.02377713893227819,0.010109419656155333,0.014950547420737223,0.01174140073185566,0.018172994492256702,0.026701592869763088,0.015600690338230683,0.02992300275720398,0.18200209413877405,0.04532276585956935,0.09828117214648724,0.17322846237545864,0.028565464515550868,-0.00804108563180374,0.15751615166664124,0.005372308194637299,1683.3486530934006,352055.0202048451,1849.2511185505593,127044.03218952075,3181.1974304010255,1419663.2739844595,0.09191100885255418,0.0018159090935019019,-183.58130286835782,2918.52964226999,116.33668731193531,700.7209286537543,-22.33515712255487,269.32142626443556,20.322606281809744,216.9518229884521,-9.70029195339938,123.27029542682874,5.912489026821372,122.58837530489828,-16.317440883901302,99.13033735515042,-3.620846122591251,90.19452177544115,-19.892530130879322,93.47270953439255,-6.721401739798807,107.42409432235257,-13.49937543005339,90.9942580370513,-11.632293691624906,67.54746594079081,-11.965204979738921,85.61240622937906
